"","rate","error"
"3976",1354,8.9
"3977",1440,12.2
"3978",1386,9.9
"3979",1469,6.6
"3980",1373,13.7
"3981",1371,11.1
"3982",1474,6
"3983",1468,9.7
"3984",1360,12.8
"3985",1350,15.7
"3986",1419,12
"3987",1429,5.4
"3988",1365,10.7
"3989",1372,9.8
"3990",1413,13
"3991",1440,11.2
"3992",1419,9.4
"3993",1388,13.9
"3994",1426,10.4
"3995",1375,6.4
"3996",1435,12
"3997",1450,9.9
"3998",1362,14.6
"3999",1418,9.7
"4000",1384,13.7
"4001",1406,12.5
"4002",1444,8.1
"4003",1382,6.8
"4004",1373,12.6
"4005",1307,10.1
"4006",1388,8.6
"4007",1382,9.6
"4008",1377,12.3
"4009",1381,8
"4010",1392,7.9
"4011",1422,13.9
"4012",1428,7.9
"4013",1436,13.4
"4014",1367,16
"4015",1406,14.6
"4016",1368,9.6
"4017",1403,9.3
"4018",1463,7.1
"4019",1365,9.1
"4020",1401,10.7
"4021",1374,16
"4022",1386,11
"4023",1441,8.4
"4024",1402,11.6
"4025",1411,12.4
"4026",1388,16
"4027",1445,10.2
"4028",1385,14.3
"4029",1439,9.6
"4030",1401,10
"4031",1371,12.1
"4032",1427,12.2
"4033",1458,10.7
"4034",1388,13.1
"4035",1444,11.7
"4036",1486,10.4
"4037",1481,14.8
"4038",1423,9.1
"4039",1385,9.3
"4040",1478,9.1
"4041",1435,12.8
"4042",1396,10
"4043",1387,10.8
"4044",1434,9.5
"4045",1345,12.3
"4046",1413,13.6
"4047",1372,11.1
"4048",1373,9.1
"4049",1453,11.6
"4050",1383,11.5
"4051",1340,14.8
"4052",1387,10.9
"4053",1399,11.3
"4054",1411,7.8
"4055",1435,11.1
"4056",1414,11.6
"4057",1409,7.7
"4058",1333,10.7
"4059",1407,12.6
"4060",1412,15.8
"4061",1353,15.2
"4062",1355,10.6
"4063",1427,12.4
"4064",1346,10.3
"4065",1395,13.6
"4066",1401,9.7
"4067",1405,10.2
"4068",1410,6.7
"4069",1435,9
"4070",1397,11.5
"4071",1375,10.9
"4072",1446,14.1
"4073",1401,14.3
"4074",1409,7
"4075",1446,6.8
"4076",1435,12.6
"4077",1406,11.8
"4078",1363,10.2
"4079",1401,8.2
"4080",1415,9.7
"4081",1374,11.1
"4082",1419,8.7
"4083",1383,12.6
"4084",1420,8.7
"4085",1407,6.9
"4086",1442,10
"4087",1444,9.1
"4088",1380,7.7
"4089",1378,11.2
"4090",1411,12
"4091",1321,12.1
"4092",1334,9.6
"4093",1420,9.3
"4094",1391,15.3
"4095",1380,9.9
"4096",1385,10.6
"4097",1401,10.7
"4098",1430,9.5
"4099",1407,13.9
"4100",1411,9.1
"4101",1437,7.6
"4102",1378,11.5
"4103",1379,14.5
"4104",1452,14
"4105",1397,11.8
"4106",1357,13.1
"4107",1380,9.6
"4108",1399,9
"4109",1372,7.6
"4110",1471,10.3
"4111",1412,7.7
"4112",1371,6.4
"4113",1368,11.3
"4114",1358,10.8
"4115",1404,8
"4116",1362,7.7
"4117",1365,11.1
"4118",1486,14.9
"4119",1498,8.7
"4120",1405,11.4
"4121",1441,6.2
"4122",1414,13.2
"4123",1432,11.3
"4124",1399,6.5
"4125",1417,12.9
"4126",1381,13.3
"4127",1410,10.9
"4128",1352,12.6
"4129",1399,12.1
"4130",1431,8.9
"4131",1328,6.9
"4132",1424,12.1
"4133",1338,15.9
"4134",1469,7.6
"4135",1389,6.7
"4136",1401,13.9
"4137",1408,6.8
"4138",1424,13.1
"4139",1312,15.7
"4140",1420,6.9
"4141",1364,11.5
"4142",1406,14.7
"4143",1422,11.3
"4144",1444,19
"4145",1395,14.3
"4146",1427,6.9
"4147",1349,12.1
"4148",1360,12.1
"4149",1401,10.3
"4150",1417,8.3
"4151",1368,7.5
"4152",1403,10.3
"4153",1436,14.7
"4154",1394,7.2
"4155",1335,8.2
"4156",1372,11.4
"4157",1406,12
"4158",1422,14.6
"4159",1351,13.3
"4160",1444,11.4
"4161",1393,10
"4162",1426,13.7
"4163",1339,6
"4164",1343,16.3
"4165",1432,8.7
"4166",1363,8
"4167",1358,13.7
"4168",1354,6.7
"4169",1442,12.5
"4170",1326,11.9
"4171",1448,13.8
"4172",1451,9.9
"4173",1412,7.1
"4174",1399,6.2
"4175",1323,10.2
"4176",1420,10.3
"4177",1425,11
"4178",1339,8.7
"4179",1398,14.2
"4180",1383,10.5
"4181",1427,10
"4182",1415,14
"4183",1418,8.8
"4184",1483,4.5
"4185",1341,12.8
"4186",1420,15
"4187",1380,10.5
"4188",1385,12.4
"4189",1423,12.5
"4190",1501,9.7
"4191",1413,9.4
"4192",1394,10.9
"4193",1392,13.2
"4194",1330,12.8
"4195",1373,15.5
"4196",1466,20.7
"4197",1344,9.1
"4198",1370,8.7
"4199",1411,9.6
"4200",1374,8.7
"4201",1385,8.2
"4202",1408,12.4
"4203",1372,7.6
"4204",1434,11.9
"4205",1356,9.1
"4206",1403,8.2
"4207",1378,9.8
"4208",1398,14
"4209",1420,10.1
